Query,News_Index,Relevance
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_044341,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_082329,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_052560,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_006152,3
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_077230,3
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_006179,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_037867,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_047147,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_051949,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_047429,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_042470,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_023228,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_023738,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_087808,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_062680,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_034914,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_065286,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_062413,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_028276,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_094532,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_003983,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_006533,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_066018,3
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_017144,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_055201,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_081704,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_000086,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_029357,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_013448,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_013071,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_002519,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_058095,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_061186,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_055006,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_031048,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_026385,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_054707,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_058009,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_060087,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_034159,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_048922,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_064430,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_088352,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_021553,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_025966,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_009981,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_094728,3
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_058180,3
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_070084,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_032165,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_038056,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_083723,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_055470,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_021136,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_055276,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_031847,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_025957,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_096125,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_060291,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_005488,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_037958,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_083179,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_038172,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_041184,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_067366,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_041337,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_078410,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_073471,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_033513,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_002307,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_087095,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_026832,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_017653,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_096804,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_015890,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_099928,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_063387,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_063709,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_056167,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_003636,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_094127,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_082821,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_003161,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_047171,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_013749,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_040924,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_040594,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_085515,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_025364,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_085608,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_090563,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_046782,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_032231,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_061840,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_054285,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_060408,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_015836,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_099288,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_081895,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_084759,3
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_061131,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_052300,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_088204,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_011178,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_092607,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_080161,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_065486,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_055974,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_077914,3
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_098358,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_025036,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_098612,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_069874,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_043777,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_019814,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_069293,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_072848,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_085478,3
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_029065,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_024120,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_027660,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_092064,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_079829,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_010155,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_056013,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_005852,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_075114,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_026640,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_064828,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_029633,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_007680,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_013289,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_032654,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_000577,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_069024,2
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_038275,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_092568,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_046961,1
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_033019,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_093482,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_097526,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_024845,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_081081,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_015941,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_069367,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_062283,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_051022,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_048164,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_024774,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_047512,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_021315,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_061626,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_039781,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_051894,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_087086,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_095311,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_004467,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_097061,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_070907,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_040339,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_015293,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_015071,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_005909,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_002778,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_037523,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_013172,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_054510,0
年金改革應取消或應調降軍公教月退之優存利率十八趴,news_012241,0
同意動物實驗,news_093936,2
同意動物實驗,news_039323,2
同意動物實驗,news_055047,3
同意動物實驗,news_071517,2
同意動物實驗,news_062115,1
同意動物實驗,news_063285,2
同意動物實驗,news_020421,1
同意動物實驗,news_036196,3
同意動物實驗,news_025388,3
同意動物實驗,news_066824,3
同意動物實驗,news_061647,1
同意動物實驗,news_023819,3
同意動物實驗,news_004497,2
同意動物實驗,news_013392,3
同意動物實驗,news_054482,2
同意動物實驗,news_055942,2
同意動物實驗,news_031781,2
同意動物實驗,news_085537,2
同意動物實驗,news_027095,2
同意動物實驗,news_051364,1
同意動物實驗,news_033732,0
同意動物實驗,news_037248,0
同意動物實驗,news_077119,0
同意動物實驗,news_052568,0
同意動物實驗,news_013000,0
同意動物實驗,news_063227,0
同意動物實驗,news_017528,0
同意動物實驗,news_058387,0
同意動物實驗,news_081185,0
同意動物實驗,news_099004,0
同意動物實驗,news_016253,0
同意動物實驗,news_062371,0
同意動物實驗,news_000884,0
同意動物實驗,news_046330,0
同意動物實驗,news_059972,0
同意動物實驗,news_019211,0
同意動物實驗,news_054414,0
同意動物實驗,news_047844,0
同意動物實驗,news_080852,0
同意動物實驗,news_099013,0
油價應該凍漲或緩漲,news_024001,1
油價應該凍漲或緩漲,news_090765,1
油價應該凍漲或緩漲,news_094552,1
油價應該凍漲或緩漲,news_020793,1
油價應該凍漲或緩漲,news_098787,1
油價應該凍漲或緩漲,news_032365,1
油價應該凍漲或緩漲,news_095927,1
油價應該凍漲或緩漲,news_050615,1
油價應該凍漲或緩漲,news_038657,1
油價應該凍漲或緩漲,news_047875,1
油價應該凍漲或緩漲,news_059745,2
油價應該凍漲或緩漲,news_013547,1
油價應該凍漲或緩漲,news_034563,1
油價應該凍漲或緩漲,news_009958,1
油價應該凍漲或緩漲,news_017345,1
油價應該凍漲或緩漲,news_060277,1
油價應該凍漲或緩漲,news_012605,1
油價應該凍漲或緩漲,news_060707,1
油價應該凍漲或緩漲,news_085579,1
油價應該凍漲或緩漲,news_068959,1
油價應該凍漲或緩漲,news_076823,1
油價應該凍漲或緩漲,news_089252,1
油價應該凍漲或緩漲,news_027192,1
油價應該凍漲或緩漲,news_059361,1
油價應該凍漲或緩漲,news_083285,1
油價應該凍漲或緩漲,news_067014,1
油價應該凍漲或緩漲,news_098356,1
油價應該凍漲或緩漲,news_065602,1
油價應該凍漲或緩漲,news_036716,1
油價應該凍漲或緩漲,news_015325,1
油價應該凍漲或緩漲,news_081790,1
油價應該凍漲或緩漲,news_036497,1
油價應該凍漲或緩漲,news_047553,1
油價應該凍漲或緩漲,news_061258,1
油價應該凍漲或緩漲,news_057731,1
油價應該凍漲或緩漲,news_040721,1
油價應該凍漲或緩漲,news_021369,1
油價應該凍漲或緩漲,news_099310,1
油價應該凍漲或緩漲,news_089375,1
油價應該凍漲或緩漲,news_056892,1
油價應該凍漲或緩漲,news_076152,1
油價應該凍漲或緩漲,news_044032,1
油價應該凍漲或緩漲,news_006020,1
油價應該凍漲或緩漲,news_064331,1
油價應該凍漲或緩漲,news_034405,1
